0.00000000e+00,0.00000000e+00,4.93760000e-01,4.89490000e-01
2.00000000e-02,0.00000000e+00,4.94140000e-01,4.89100000e-01
4.00000000e-02,0.00000000e+00,4.90150000e-01,4.93110000e-01
6.00000000e-02,0.00000000e+00,4.82640000e-01,5.00770000e-01
8.00000000e-02,0.00000000e+00,4.74340000e-01,5.09180000e-01
1.00000000e-01,0.00000000e+00,4.67160000e-01,5.16080000e-01
1.20000000e-01,0.00000000e+00,4.62350000e-01,5.19980000e-01
1.40000000e-01,0.00000000e+00,4.60690000e-01,5.20230000e-01
1.60000000e-01,0.00000000e+00,4.62470000e-01,5.16980000e-01
1.80000000e-01,0.00000000e+00,4.67410000e-01,5.11010000e-01
2.00000000e-01,0.00000000e+00,4.74820000e-01,5.03370000e-01
2.20000000e-01,0.00000000e+00,4.83750000e-01,4.95010000e-01
2.40000000e-01,0.00000000e+00,4.93170000e-01,4.86650000e-01
2.60000000e-01,0.00000000e+00,5.02050000e-01,4.78790000e-01
2.80000000e-01,0.00000000e+00,5.09440000e-01,4.71920000e-01
3.00000000e-01,0.00000000e+00,5.14490000e-01,4.66620000e-01
3.20000000e-01,0.00000000e+00,5.16660000e-01,4.63610000e-01
3.40000000e-01,0.00000000e+00,5.15770000e-01,4.63550000e-01
3.60000000e-01,0.00000000e+00,5.12000000e-01,4.66800000e-01
3.80000000e-01,0.00000000e+00,5.05780000e-01,4.73190000e-01
4.00000000e-01,0.00000000e+00,4.97650000e-01,4.81970000e-01
4.20000000e-01,0.00000000e+00,4.88340000e-01,4.91920000e-01
4.40000000e-01,0.00000000e+00,4.78840000e-01,5.01610000e-01
4.60000000e-01,0.00000000e+00,4.70450000e-01,5.09650000e-01
4.80000000e-01,0.00000000e+00,4.64610000e-01,5.14960000e-01
5.00000000e-01,0.00000000e+00,4.62470000e-01,5.16830000e-01
5.20000000e-01,0.00000000e+00,4.64470000e-01,5.15050000e-01
5.40000000e-01,0.00000000e+00,4.70180000e-01,5.09850000e-01
5.60000000e-01,0.00000000e+00,4.78480000e-01,5.01900000e-01
5.80000000e-01,0.00000000e+00,4.87950000e-01,4.92290000e-01
6.00000000e-01,0.00000000e+00,4.97260000e-01,4.82380000e-01
6.20000000e-01,0.00000000e+00,5.05430000e-01,4.73590000e-01
6.40000000e-01,0.00000000e+00,5.11730000e-01,4.67110000e-01
